Transaction ID,Meter Code,Transaction DateTime,Payment Mean,Amount Paid,Duration In Minutes,Blockface Name,Side Of Street,Element key,Parking Space Number,Latitude,Longitude
914098651,19076010,12/09/2020 06:31:00 AM,CREDIT CARD,5.00,600,ROY ST BETWEEN DEAD END AND EASTLAKE AVE E,N,12685,,47.62515553,-122.32969155
914098674,19189010,12/09/2020 06:31:00 AM,PHONE,4.26,511,HARRISON ST BETWEEN BOREN AVE N AND FAIRVIEW AVE N,N,78705,,47.62209926,-122.33513202
914098742,19221010,12/09/2020 06:31:00 AM,CREDIT CARD,3.50,420,8TH AVE N BETWEEN ALOHA ST AND WESTLAKE S AVE N,W,53549,,47.62820088,-122.34111554
914098754,18003007,12/09/2020 06:31:00 AM,PHONE,0.76,151,WESTLAKE EAST RDWY AVE N BETWEEN WESTLAKE SHORE RDWY AVE N AND HIGHLAND DR,W,120164,419,47.62911916,-122.34080703
914098756,17053004,12/09/2020 06:31:00 AM,CREDIT CARD,2.00,240,W HARRISON ST BETWEEN QUEEN ANNE AVE N AND 1ST AVE W,N,91545,,47.62216568,-122.35737567
914098768,10099002,12/09/2020 06:31:00 AM,CREDIT CARD,1.00,120,BLANCHARD ST BETWEEN 4TH AVE AND 5TH AVE,NW,77221,,47.61500119,-122.34223441
914098929,19343010,12/09/2020 06:32:00 AM,CREDIT CARD,3.50,420,MINOR AVE N BETWEEN DENNY WAY AND JOHN ST,W,11881,,47.61911051,-122.33309008
914098930,17064004,12/09/2020 06:32:00 AM,CREDIT CARD,2.00,240,1ST AVE W BETWEEN W THOMAS ST AND W HARRISON ST,E,1278,,47.6214913,-122.35796715
914098970,16103004,12/09/2020 06:33:00 AM,PHONE,1.27,153,ROOSEVELT WAY NE BETWEEN NE 63RD ST AND NE 64TH ST,E,80594,,47.6745558,-122.31728206
914098993,19221010,12/09/2020 06:32:00 AM,CREDIT CARD,3.75,450,8TH AVE N BETWEEN ALOHA ST AND WESTLAKE S AVE N,W,53549,,47.62820088,-122.34111554
914099031,19232002,12/09/2020 06:33:00 AM,CREDIT CARD,1.00,120,FAIRVIEW NR AVE N BETWEEN YALE AVE N AND DEAD END,SE,94612,,47.62923993,-122.33049132
914099041,19222010,12/09/2020 06:33:00 AM,PHONE,4.28,513,8TH AVE N BETWEEN ALOHA ST AND WESTLAKE S AVE N,E,53550,,47.62817888,-122.34086055
914099067,8075002,12/09/2020 06:34:00 AM,PHONE,0.57,34,CHERRY ST BETWEEN BOREN AVE AND MINOR AVE,SE,77562,,47.60739467,-122.32255557
914099144,2136004,12/09/2020 06:34:00 AM,PHONE,0.78,94,WESTERN AVE BETWEEN VINE ST AND CEDAR ST,SW,36117,,47.61480461,-122.3510549
914099156,19221010,12/09/2020 06:33:00 AM,CREDIT CARD,3.75,450,8TH AVE N BETWEEN ALOHA ST AND WESTLAKE S AVE N,W,53549,,47.62820088,-122.34111554
914099158,21088004,12/09/2020 06:34:00 AM,CREDIT CARD,2.50,240,TERRY AVE BETWEEN LENORA ST AND DENNY WAY,NE,81114,,47.61816803,-122.33663822
914099189,10122004,12/09/2020 06:34:00 AM,CREDIT CARD,2.00,240,1ST AVE BETWEEN WALL ST AND VINE ST,SW,24045,,47.6149284,-122.34930579
914099201,19317010,12/09/2020 06:34:00 AM,CREDIT CARD,4.50,540,8TH AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,W,8401,,47.6239067,-122.34116298
914099218,19362010,12/09/2020 06:34:00 AM,CREDIT CARD,3.25,390,MERCER NR ST BETWEEN TERRY AVE N AND BOREN AVE N,N,130802,,47.62473843,-122.33650821
914099278,12030002,12/09/2020 06:35:00 AM,CREDIT CARD,1.00,120,UNIVERSITY WAY NE BETWEEN NE PACIFIC ST AND NE 40TH ST,E,35838,,47.65436312,-122.31321285
914099304,19373010,12/09/2020 06:35:00 AM,CREDIT CARD,3.75,450,MERCER SR ST BETWEEN 8TH AVE N AND 9TH AVE N,S,34386,,47.62445789,-122.34041685
914099313,19504010,12/09/2020 06:35:00 AM,CREDIT CARD,5.00,600,FAIRVIEW AVE N BETWEEN WARD ST AND YALE AVE N,SE,78270,,47.62818715,-122.33144885
914099347,17159010,12/09/2020 06:36:00 AM,PHONE,3.30,396,TAYLOR AVE N BETWEEN THOMAS ST AND HARRISON ST,W,13057,,47.6215058,-122.34636441
914099388,17158010,12/09/2020 06:36:00 AM,CREDIT CARD,3.25,390,TAYLOR AVE N BETWEEN THOMAS ST AND HARRISON ST,E,13058,,47.62151046,-122.34614946
914099432,10262004,12/09/2020 06:36:00 AM,CREDIT CARD,2.00,240,EAGLE ST BETWEEN WESTERN AVE AND 1ST AVE,SE,55430,,47.61731632,-122.35419616
914099448,19233010,12/09/2020 06:36:00 AM,CREDIT CARD,5.00,600,8TH AVE N BETWEEN ALOHA ST AND WESTLAKE S AVE N,W,53549,,47.62820088,-122.34111554
914109784,19105010,12/09/2020 07:32:00 AM,PHONE,3.77,452,MINOR AVE N BETWEEN THOMAS ST AND HARRISON ST,W,34505,,47.62139739,-122.33309119
914109785,11089002,12/09/2020 07:32:00 AM,PHONE,0.77,92,BALLARD AVE NW BETWEEN NW VERNON PL AND 22ND AVE NW,NE,31850,,47.66711216,-122.3838976
914109872,4007002,12/09/2020 07:32:00 AM,PHONE,0.77,92,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,N,36357,,47.60176899,-122.32758439
914109963,10241004,12/09/2020 07:33:00 AM,CREDIT CARD,1.50,180,3RD AVE BETWEEN CLAY ST AND BROAD ST,NE,4442,,47.61801873,-122.35022717
914109989,19504010,12/09/2020 07:33:00 AM,PHONE,4.78,573,FAIRVIEW AVE N BETWEEN WARD ST AND YALE AVE N,SE,78270,,47.62818715,-122.33144885
914110040,19177010,12/09/2020 07:33:00 AM,CREDIT CARD,2.75,330,BOREN AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,W,32125,,47.6226007,-122.33595638
914110069,10089002,12/09/2020 07:33:00 AM,PHONE,0.78,93,BLANCHARD ST BETWEEN 1ST AVE AND 2ND AVE,NW,9353,,47.61300041,-122.34481681
914110092,19317010,12/09/2020 07:33:00 AM,CREDIT CARD,3.25,390,8TH AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,W,8401,,47.6239067,-122.34116298
914110099,19143010,12/09/2020 07:34:00 AM,PHONE,3.28,394,MINOR AVE N BETWEEN ROY ST AND VALLEY ST,E,57202,,47.62554339,-122.33246437
914110112,10118002,12/09/2020 07:34:00 AM,CREDIT CARD,1.00,120,BELL ST BETWEEN 5TH AVE AND 6TH AVE,NW,77121,,47.61642924,-122.34267545
914110142,2124004,12/09/2020 07:34:00 AM,PHONE,1.78,214,WESTERN AVE BETWEEN BROAD ST AND EAGLE ST,NE,58818,,47.61669615,-122.35396246
914110143,19257010,12/09/2020 07:34:00 AM,PHONE,4.28,514,HARRISON ST BETWEEN DEXTER AVE N AND 8TH AVE N,N,10869,,47.62213569,-122.34169609
914110164,19150010,12/09/2020 07:34:00 AM,CREDIT CARD,4.25,510,ROY ST BETWEEN FAIRVIEW AVE N AND MINOR AVE N,S,12682,,47.62507204,-122.33344568
914110197,19137010,12/09/2020 07:34:00 AM,PHONE,3.28,394,EASTLAKE AVE E BETWEEN PROSPECT ST AND E NELSON PL,NW,120105,,47.629648,-122.32878566
914110200,2024002,12/09/2020 07:34:00 AM,CREDIT CARD,1.00,120,WESTERN AVE BETWEEN UNIVERSITY ST AND UNION ST,SW,13513,,47.60683479,-122.33982722
914110224,2180002,12/09/2020 07:34:00 AM,CREDIT CARD,1.00,120,UNIVERSITY ST BETWEEN ALASKAN E RDWY WAY AND WESTERN AVE,NW,58489,,47.6062271,-122.33974212
914110259,1007002,12/09/2020 07:35:00 AM,PHONE,0.79,95,S WASHINGTON ST BETWEEN ALASKAN E RDWY WAY S AND 1ST AVE S,N,21765,,47.60093944,-122.33489185
914110314,10077002,12/09/2020 07:35:00 AM,PHONE,0.79,95,VIRGINIA ST BETWEEN 5TH AVE AND 6TH AVE,NW,13309,,47.61411105,-122.33882237
914110343,2126004,12/09/2020 07:35:00 AM,CREDIT CARD,2.00,240,WESTERN AVE BETWEEN EAGLE ST AND BAY ST,NE,36126,,47.61746223,-122.35527339
914110373,5026002,12/09/2020 07:34:00 AM,PHONE,0.78,94,PIKE ST BETWEEN 4TH AVE AND 5TH AVE,NW,34837,,47.61050049,-122.33621419
914110374,12135002,12/09/2020 07:35:00 AM,CREDIT CARD,1.00,120,NE BOAT ST BETWEEN NE BOAT WR ST AND BROOKLYN AVE NE,NE,63125,,47.6524982,-122.31616438
914110378,2543004,12/09/2020 07:34:00 AM,CREDIT CARD,2.00,240,ELLIOTT AVE BETWEEN CLAY ST AND BROAD ST,SW,10221,,47.61525792,-122.3538062
914110405,4038002,12/09/2020 07:35:00 AM,CREDIT CARD,1.00,120,COLUMBIA ST BETWEEN 5TH AVE AND 6TH AVE,NW,77613,,47.60541497,-122.3299804
914110406,2524004,12/09/2020 07:35:00 AM,CREDIT CARD,2.00,240,ELLIOTT AVE BETWEEN BATTERY ST AND WALL ST,SW,10213,,47.61299909,-122.34999168
914110408,21041004,12/09/2020 07:35:00 AM,CREDIT CARD,2.50,240,6TH AVE BETWEEN BATTERY ST AND WALL ST,SW,75785,,47.61769677,-122.34407494
914110426,19177010,12/09/2020 07:35:00 AM,PHONE,4.79,575,BOREN AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,W,32125,,47.6226007,-122.33595638
914110457,19060002,12/09/2020 07:35:00 AM,CASH,2.50,0,REPUBLICAN ST BETWEEN MINOR AVE N AND PONTIUS AVE N,N,80553,,47.62317542,-122.33233929
914110461,11109004,12/09/2020 07:35:00 AM,PHONE,1.78,214,NW VERNON PL BETWEEN LEARY AVE NW AND BALLARD AVE NW,NW,87281,,47.6666511,-122.38286642
914110580,10290004,12/09/2020 07:36:00 AM,PHONE,1.50,180,VINE ST BETWEEN 3RD AVE AND 4TH AVE,SE,81290,,47.616859,-122.34744013
914110581,2129002,12/09/2020 07:36:00 AM,PHONE,1.00,120,WESTERN AVE BETWEEN BLANCHARD ST AND BELL ST,NE,81482,,47.61238956,-122.34666975
914110611,7519002,12/09/2020 07:36:00 AM,PHONE,0.80,96,10TH AVE BETWEEN E SENECA ST AND E UNION ST,E,69090,,47.61255196,-122.31929557
914110627,4038002,12/09/2020 07:36:00 AM,CREDIT CARD,1.00,120,COLUMBIA ST BETWEEN 5TH AVE AND 6TH AVE,NW,77613,,47.60541497,-122.3299804
914110685,19070002,12/09/2020 07:36:00 AM,CREDIT CARD,1.00,120,MERCER ST BETWEEN PONTIUS AVE N AND YALE AVE N,S,11786,,47.6242189,-122.33108562
914110697,11067004,12/09/2020 07:36:00 AM,CASH,0.30,36,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,NE,35682,,47.66793637,-122.38076096
914110711,1123502,12/09/2020 07:36:00 AM,CASH,1.00,120,JAMES ST BETWEEN 2ND AVE AND 3RD AVE,NW,33733,,47.60259141,-122.33199665
914110714,19119010,12/09/2020 07:37:00 AM,PHONE,1.81,217,JOHN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,S,79026,,47.61963382,-122.33909112
914110872,19177010,12/09/2020 07:37:00 AM,PHONE,3.81,457,BOREN AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,W,32125,,47.6226007,-122.33595638
914110873,7004002,12/09/2020 07:37:00 AM,PHONE,0.81,97,E PIKE ST BETWEEN BROADWAY AND 10TH AVE,S,37138,,47.61400676,-122.32006191
914110924,12177004,12/09/2020 07:37:00 AM,PHONE,1.81,217,11TH AVE NE BETWEEN NE 47TH ST AND NE 50TH ST,W,1433,,47.66400789,-122.31642786
914111026,14007302,12/09/2020 07:38:00 AM,PHONE,0.40,48,E CHERRY ST BETWEEN 17TH AVE AND 18TH AVE,N,36493,,47.60808627,-122.30958885
914111027,19119010,12/09/2020 07:38:00 AM,PHONE,1.82,218,JOHN ST BETWEEN 9TH AVE N AND WESTLAKE AVE N,S,79026,,47.61963382,-122.33909112
914111049,19322010,12/09/2020 07:38:00 AM,PHONE,4.07,488,8TH AVE N BETWEEN REPUBLICAN ST AND MERCER SR ST,E,8402,,47.62390853,-122.34093993
914111098,4007002,12/09/2020 07:38:00 AM,CREDIT CARD,1.00,120,YESLER WAY BETWEEN TERRACE ST AND 6TH AVE,N,36357,,47.60176899,-122.32758439
914111113,21137004,12/09/2020 07:39:00 AM,PHONE,2.15,219,6TH AVE BETWEEN BLANCHARD ST AND BELL ST,NE,53126,,47.61637161,-122.34147132
914111144,17134004,12/09/2020 07:38:00 AM,CREDIT CARD,2.00,240,REPUBLICAN ST BETWEEN 4TH AVE N AND 5TH AVE N,S,80542,,47.6232061,-122.34834833
914111162,18008007,12/09/2020 07:38:00 AM,CREDIT CARD,3.75,30,WESTLAKE EAST RDWY AVE N BETWEEN GALER ST AND WESTLAKE SHORE RDWY 1 AVE N,W,13577,526,47.63302149,-122.34057928
914111164,10093002,12/09/2020 07:38:00 AM,CREDIT CARD,1.00,120,BLANCHARD ST BETWEEN 2ND AVE AND 3RD AVE,NW,77217,,47.61367039,-122.34397195
914111250,19037010,12/09/2020 07:38:00 AM,CASH,3.50,420,PONTIUS AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,W,34885,,47.62251895,-122.33181611
914111380,4009002,12/09/2020 07:39:00 AM,PHONE,0.82,99,TERRACE ST BETWEEN YESLER WAY AND 5TH AVE,NW,58393,,47.60204002,-122.32859988
914111413,11072004,12/09/2020 07:39:00 AM,PHONE,0.32,39,TALLMAN AVE NW BETWEEN NW CENTRAL PL AND NW MARKET ST,SW,35681,,47.667907,-122.38092352
914115222,1006002,12/09/2020 07:58:00 AM,PHONE,0.98,118,S WASHINGTON ST BETWEEN 1ST AVE S AND OCCIDENTAL AVE S,N,43905,,47.60095635,-122.33348247
914115227,6045002,12/09/2020 07:57:00 AM,CREDIT CARD,0.50,60,12TH AVE BETWEEN E PINE ST AND E OLIVE ST,E,1590,,47.61586659,-122.31676244
914115246,8067002,12/09/2020 07:58:00 AM,PHONE,1.47,88,MARION ST BETWEEN BOREN AVE AND MINOR AVE,SE,11674,,47.60883396,-122.3238706
914115247,8133002,12/09/2020 07:58:00 AM,PHONE,1.97,118,E CHERRY ST BETWEEN BROADWAY AND DEAD END,S,59166,,47.60799308,-122.32002768
914115248,2147004,12/09/2020 07:58:00 AM,PHONE,1.48,178,WESTERN AVE BETWEEN BAY ST AND QUEEN ANNE AVE,NE,13526,,47.61810239,-122.35633431
