HarvestTime,BikeID,Battery,BikeIdentifier,BikeTypeName,EBikeProfileID,EBikeStateID,IsEBike,IsMotor,IsSmartLock,LastGPSTime,LastRentalStart,Latitude,Longitude,SpikeID
2020-09-23 17:00:02,47,93,44,DUB-General,1,2,True,False,False,2020-09-23 17:34:51,2020-09-23 15:01:04,53.3303,-6.2645,44
2020-09-23 17:00:02,48,65,45,Workshop,1,2,True,False,False,2020-09-23 17:40:18,2020-09-16 10:20:24,53.3557,-6.25758,45
2020-09-23 17:00:02,49,90,46,DUB-General,1,2,True,False,False,2020-09-23 17:52:34,2020-09-23 15:18:16,53.3254,-6.25502,46
2020-09-23 17:00:02,51,35,48,DUB-General,1,2,True,False,False,2020-09-23 17:59:58,2020-09-22 19:06:00,53.3119,-6.27478,48
2020-09-23 17:00:02,53,90,50,DUB-General,1,2,True,False,False,2020-09-23 17:50:30,2020-09-23 14:13:56,53.3543,-6.26376,50
2020-09-23 17:00:02,54,97,51,DUB-General,1,2,True,False,False,2020-09-23 17:57:36,2020-09-23 17:12:40,53.3289,-6.27581,51
2020-09-23 17:00:02,55,96,53,DUB-General,1,2,True,False,False,2020-09-23 17:52:27,2020-09-23 17:18:56,53.3485,-6.29618,53
2020-09-23 17:00:02,56,80,54,DUB-General,1,2,True,False,False,2020-09-23 17:36:10,2020-09-21 12:46:59,53.3331,-6.24321,54
2020-09-23 17:00:02,57,37,55,DUB-General,1,2,True,False,False,2020-09-23 17:40:33,2020-09-21 18:41:43,53.2949,-6.2029,55
2020-09-23 17:00:02,59,72,57,DUB-General,1,2,True,False,False,2020-09-23 17:48:42,2020-09-23 14:37:07,53.3433,-6.27489,57
2020-09-23 17:00:02,61,41,59,DUB-General,1,2,True,False,False,2020-09-23 17:30:37,2020-09-23 15:52:05,53.2885,-6.11428,59
2020-09-23 17:00:02,62,70,52,DUB-General,1,2,True,False,False,2020-09-23 17:44:11,2020-09-22 23:29:23,53.3333,-6.24376,52
2020-09-23 17:00:02,63,62,60,DUB-General,1,2,True,False,False,2020-09-23 17:59:33,2020-09-23 16:05:03,53.3391,-6.27297,60
2020-09-23 17:00:02,64,71,61,DUB-General,1,2,True,False,False,2020-09-23 17:40:43,2020-09-23 15:47:06,53.2947,-6.13444,61
2020-09-23 17:00:02,65,,62,DUB-General,1,2,True,False,False,2020-09-22 11:07:03,2020-09-23 12:05:14,0.0,0.0,62
2020-09-23 17:00:02,66,57,63,DUB-General,1,2,True,False,False,2020-09-23 17:37:07,2020-09-23 16:13:09,53.3483,-6.29611,63
2020-09-23 17:00:02,67,81,64,DUB-General,1,2,True,False,False,2020-09-23 17:51:15,2020-09-22 14:01:54,53.3778,-6.2701,64
2020-09-23 17:00:02,68,62,65,DUB-General,1,2,True,False,False,2020-09-23 17:51:37,2020-09-23 17:41:08,53.3476,-6.24006,65
2020-09-23 17:00:02,70,82,67,DUB-General,1,2,True,False,False,2020-09-23 17:58:33,2020-09-21 19:49:26,53.2949,-6.20291,67
2020-09-23 17:00:02,71,90,68,DUB-General,1,2,True,False,False,2020-09-23 17:51:10,2020-09-23 12:43:24,53.3664,-6.31904,68
2020-09-23 17:00:02,72,90,69,DUB-General,1,2,True,False,False,2020-09-23 17:42:28,2020-09-23 15:10:27,53.3308,-6.26039,69
2020-09-23 17:00:02,73,92,70,DUB-General,1,2,True,False,False,2020-09-23 17:52:50,2020-09-23 15:18:31,53.3254,-6.25512,70
2020-09-23 17:00:02,74,65,71,DUB-General,1,2,True,False,False,2020-09-23 17:49:20,2020-09-18 12:43:04,53.2981,-6.16027,71
2020-09-23 17:00:02,75,90,72,DUB-General,1,2,True,False,False,2020-09-23 17:57:49,2020-09-23 17:35:02,53.3402,-6.26107,72
2020-09-23 17:00:02,76,92,73,DUB-General,1,2,True,False,False,2020-09-23 17:55:42,2020-09-23 15:18:37,53.3252,-6.25523,73
2020-09-23 17:00:02,78,66,75,DUB-General,1,2,True,False,False,2020-09-23 17:42:45,2020-09-23 08:02:09,53.3763,-6.272,75
2020-09-23 17:00:02,79,93,76,DUB-General,1,2,True,False,False,2020-09-23 17:59:37,2020-09-23 14:56:00,53.3304,-6.26547,76
2020-09-23 17:00:02,80,70,77,DUB-General,1,2,True,False,False,2020-09-23 17:54:57,2020-09-22 20:41:36,53.3817,-6.24166,77
2020-09-23 17:00:02,81,86,78,DUB-General,1,2,True,False,False,2020-09-23 17:59:50,2020-09-23 15:30:58,53.3497,-6.27783,78
2020-09-23 17:00:02,83,75,80,Private,1,2,True,False,False,2020-09-23 17:53:14,2020-09-19 18:46:36,53.3431,-6.2385,80
2020-09-23 17:00:02,86,81,83,DUB-General,1,2,True,False,False,2020-09-23 17:34:57,2020-09-21 19:28:02,53.2948,-6.13361,83
2020-09-23 17:00:02,87,82,85,DUB-General,1,2,True,False,False,2020-09-23 17:32:36,2020-09-21 19:27:46,53.2948,-6.13351,85
2020-09-23 17:00:02,88,81,86,DUB-General,1,2,True,False,False,2020-09-23 17:37:17,2020-09-21 19:49:17,53.2949,-6.20288,86
2020-09-23 17:00:02,89,90,87,DUB-General,1,2,True,False,False,2020-09-23 17:30:28,2020-09-23 09:57:11,53.3854,-6.25752,87
2020-09-23 17:00:02,90,48,88,DUB-General,1,2,True,False,False,2020-09-23 17:31:43,2020-09-23 12:43:47,53.2948,-6.13358,88
2020-09-23 17:00:02,91,91,89,DUB-General,1,2,True,False,False,2020-09-23 17:31:00,2020-09-23 16:04:33,53.3484,-6.29595,89
2020-09-23 17:00:02,100,75,98,DUB-General,1,2,True,False,False,2020-09-23 17:51:46,2020-09-23 13:23:18,53.3363,-6.2574,98
2020-09-23 17:00:02,101,90,99,DUB-General,1,2,True,False,False,2020-09-23 17:48:46,2020-09-23 11:38:27,53.3469,-6.29206,99
2020-09-23 17:00:02,103,87,102,DUB-General,1,2,True,False,False,2020-09-23 17:31:34,2020-09-23 16:29:23,53.3118,-6.27482,102
2020-09-23 17:00:02,104,93,104,DUB-General,1,2,True,False,False,2020-09-23 17:48:58,2020-09-23 12:43:29,53.3665,-6.31901,104
2020-09-23 17:00:02,107,60,112,DUB-General,1,2,True,False,False,2020-09-23 17:52:38,2020-09-23 17:08:29,53.3522,-6.26071,112
2020-09-23 17:00:02,108,66,113,DUB-General,1,2,True,False,False,2020-09-23 17:40:48,2020-09-22 17:03:10,53.3363,-6.24799,113
2020-09-23 17:00:02,111,83,117,DUB-General,4,2,True,False,False,2020-09-23 17:30:24,2020-09-23 14:12:23,53.349,-6.26076,117
2020-09-23 17:00:02,112,74,118,DUB-General,1,2,True,False,False,2020-09-23 14:30:08,2020-09-23 12:32:28,53.3769,-6.26968,118
2020-09-23 17:00:02,118,81,32,DUB-General,1,2,True,False,False,2020-09-23 17:33:44,2020-09-21 19:49:22,53.2949,-6.20292,32
2020-09-23 17:00:02,120,73,101,DUB-General,1,2,True,False,False,2020-09-23 17:42:19,2020-09-23 15:46:39,53.2946,-6.13443,101
2020-09-23 17:00:02,121,70,103,DUB-General,1,2,True,False,False,2020-09-23 17:30:42,2020-09-18 22:37:39,53.2948,-6.13357,103
2020-09-23 17:00:02,124,74,120,DUB-General,1,2,True,False,False,2020-09-23 17:46:28,2020-09-23 17:21:36,53.3289,-6.27581,120
2020-09-23 17:30:03,5,98,1,DUB-General,1,2,True,False,False,2020-09-23 18:10:57,2020-09-23 18:05:19,53.3292,-6.23182,1
2020-09-23 17:30:03,6,46,2,DUB-General,1,2,True,False,False,2020-09-23 18:13:23,2020-09-23 17:35:42,53.3414,-6.28359,2
2020-09-23 17:30:03,8,,4,DUB-General,1,2,True,False,False,2020-09-23 11:44:01,2020-09-23 10:17:17,0.0,0.0,4
2020-09-23 17:30:03,9,68,5,DUB-General,1,2,True,False,False,2020-09-23 18:21:26,2020-09-22 07:48:40,53.3252,-6.25521,5
2020-09-23 17:30:03,12,61,8,DUB-General,1,2,True,False,False,2020-09-23 18:25:33,2020-09-23 17:43:14,53.309,-6.21624,8
2020-09-23 17:30:03,14,77,11,DUB-General,1,2,True,False,False,2020-09-23 18:25:13,2020-09-23 15:47:16,53.3382,-6.22276,11
2020-09-23 17:30:03,15,41,13,DUB-General,1,2,True,False,False,2020-09-23 18:10:17,2020-09-22 06:01:22,53.2981,-6.16029,13
2020-09-23 17:30:03,17,35,15,DUB-General,1,2,True,False,False,2020-09-23 18:23:53,2020-09-23 06:46:18,53.2981,-6.16035,15
2020-09-23 17:30:03,19,67,17,DUB-General,1,2,True,False,False,2020-09-23 18:06:53,2020-09-22 20:59:04,53.3363,-6.24806,17
2020-09-23 17:30:03,20,66,18,DUB-General,1,2,True,False,False,2020-09-23 18:05:11,2020-09-23 16:11:33,53.3484,-6.29597,18
2020-09-23 17:30:03,21,47,19,DUB-General,1,2,True,False,False,2020-09-23 18:03:12,2020-09-23 15:57:10,53.349,-6.26087,19
2020-09-23 17:30:03,22,81,20,DUB-General,1,2,True,False,False,2020-09-23 18:03:56,2020-09-21 19:22:27,53.2946,-6.13448,20
2020-09-23 17:30:03,25,58,24,DUB-General,1,2,True,False,False,2020-09-23 18:15:34,2020-09-22 14:04:09,53.3763,-6.272,24
2020-09-23 17:30:03,26,62,25,DUB-General,1,2,True,False,False,2020-09-23 18:12:56,2020-09-23 17:20:16,53.3512,-6.25111,25
2020-09-23 17:30:03,27,67,28,DUB-General,1,2,True,False,False,2020-09-23 18:06:47,2020-09-21 18:30:02,53.3853,-6.2576,28
2020-09-23 17:30:03,28,76,29,DUB-General,1,2,True,False,False,2020-09-23 18:29:33,2020-09-23 16:38:27,53.3567,-6.26764,29
2020-09-23 17:30:03,30,90,23,DUB-General,1,2,True,False,False,2020-09-23 18:02:51,2020-09-23 13:31:57,53.3494,-6.27785,23
2020-09-23 17:30:03,32,90,27,DUB-General,1,2,True,False,False,2020-09-23 18:02:10,2020-09-23 10:59:24,53.3494,-6.27883,27
2020-09-23 17:30:03,33,71,12,DUB-General,1,2,True,False,False,2020-09-23 18:24:35,2020-09-23 18:00:50,53.312,-6.27466,12
2020-09-23 17:30:03,35,85,31,DUB-General,1,2,True,False,False,2020-09-23 18:25:46,2020-09-23 14:51:43,53.3557,-6.25761,31
2020-09-23 17:30:03,37,38,34,DUB-General,1,2,True,False,False,2020-09-23 18:11:32,2020-09-23 10:39:21,53.2802,-6.14428,34
2020-09-23 17:30:03,38,66,35,DUB-General,1,2,True,False,False,2020-09-23 18:22:06,2020-09-23 12:47:33,53.2946,-6.13444,35
2020-09-23 17:30:03,39,80,36,DUB-General,1,2,True,False,False,2020-09-23 18:22:16,2020-09-21 19:49:36,53.2949,-6.20295,36
2020-09-23 17:30:03,40,71,37,DUB-General,1,2,True,False,False,2020-09-23 18:16:54,2020-09-23 18:03:48,53.3494,-6.2781,37
2020-09-23 17:30:03,41,44,38,DUB-General,1,2,True,False,False,2020-09-23 18:02:49,2020-09-21 17:08:21,53.3346,-6.23083,38
2020-09-23 17:30:03,42,85,39,DUB-General,1,2,True,False,False,2020-09-23 18:27:16,2020-09-23 12:53:55,53.3346,-6.2309,39
2020-09-23 17:30:03,44,90,41,DUB-General,1,2,True,False,False,2020-09-23 18:17:58,2020-09-23 17:43:47,53.3697,-6.34878,41
2020-09-23 17:30:03,47,93,44,DUB-General,1,2,True,False,False,2020-09-23 18:04:49,2020-09-23 15:01:04,53.3303,-6.26451,44
2020-09-23 17:30:03,48,65,45,Workshop,1,2,True,False,False,2020-09-23 18:10:18,2020-09-16 10:20:24,53.3557,-6.25758,45
2020-09-23 17:30:03,49,90,46,DUB-General,1,2,True,False,False,2020-09-23 18:22:34,2020-09-23 15:18:16,53.3254,-6.25504,46
2020-09-23 17:30:03,51,35,48,DUB-General,1,2,True,False,False,2020-09-23 18:29:57,2020-09-22 19:06:00,53.3119,-6.27478,48
2020-09-23 17:30:03,53,90,50,DUB-General,1,2,True,False,False,2020-09-23 18:20:30,2020-09-23 14:13:56,53.3543,-6.26375,50
2020-09-23 17:30:03,54,97,51,DUB-General,1,2,True,False,False,2020-09-23 18:27:36,2020-09-23 17:12:40,53.3289,-6.27581,51
2020-09-23 17:30:03,56,80,54,DUB-General,1,2,True,False,False,2020-09-23 18:06:11,2020-09-21 12:46:59,53.3331,-6.2432,54
2020-09-23 17:30:03,57,37,55,DUB-General,1,2,True,False,False,2020-09-23 18:10:33,2020-09-21 18:41:43,53.2949,-6.20288,55
2020-09-23 17:30:03,59,72,57,DUB-General,1,2,True,False,False,2020-09-23 18:18:42,2020-09-23 14:37:07,53.3434,-6.27476,57
2020-09-23 17:30:03,61,41,59,DUB-General,1,2,True,False,False,2020-09-23 18:00:35,2020-09-23 15:52:05,53.2885,-6.11427,59
2020-09-23 17:30:03,63,62,60,DUB-General,1,2,True,False,False,2020-09-23 18:29:33,2020-09-23 16:05:03,53.3391,-6.27297,60
2020-09-23 17:30:03,64,71,61,DUB-General,1,2,True,False,False,2020-09-23 18:10:43,2020-09-23 15:47:06,53.2948,-6.13439,61
2020-09-23 17:30:03,65,,62,DUB-General,1,2,True,False,False,2020-09-22 11:07:03,2020-09-23 12:05:14,0.0,0.0,62
2020-09-23 17:30:03,66,57,63,DUB-General,1,2,True,False,False,2020-09-23 18:19:46,2020-09-23 16:13:09,53.3483,-6.29605,63
2020-09-23 17:30:03,67,81,64,DUB-General,1,2,True,False,False,2020-09-23 18:21:15,2020-09-22 14:01:54,53.3778,-6.27011,64
2020-09-23 17:30:03,68,60,65,DUB-General,1,2,True,False,False,2020-09-23 18:21:21,2020-09-23 17:41:08,53.3475,-6.24001,65
2020-09-23 17:30:03,70,82,67,DUB-General,1,2,True,False,False,2020-09-23 18:28:33,2020-09-21 19:49:26,53.2949,-6.2029,67
2020-09-23 17:30:03,71,90,68,DUB-General,1,2,True,False,False,2020-09-23 18:21:12,2020-09-23 12:43:24,53.3664,-6.31904,68
2020-09-23 17:30:03,72,90,69,DUB-General,1,2,True,False,False,2020-09-23 18:12:28,2020-09-23 15:10:27,53.3307,-6.2604,69
2020-09-23 17:30:03,73,92,70,DUB-General,1,2,True,False,False,2020-09-23 18:22:50,2020-09-23 15:18:31,53.3254,-6.25508,70
2020-09-23 17:30:03,74,65,71,DUB-General,1,2,True,False,False,2020-09-23 18:19:19,2020-09-18 12:43:04,53.2981,-6.16029,71
2020-09-23 17:30:03,75,92,72,DUB-General,1,2,True,False,False,2020-09-23 18:26:49,2020-09-23 17:35:02,53.3401,-6.26108,72
2020-09-23 17:30:03,76,92,73,DUB-General,1,2,True,False,False,2020-09-23 18:25:44,2020-09-23 15:18:37,53.3252,-6.25525,73
2020-09-23 17:30:03,78,65,75,DUB-General,1,2,True,False,False,2020-09-23 18:12:45,2020-09-23 08:02:09,53.3763,-6.272,75
2020-09-23 17:30:03,79,91,76,DUB-General,1,2,True,False,False,2020-09-23 18:29:37,2020-09-23 14:56:00,53.3304,-6.26547,76
2020-09-23 17:30:03,80,70,77,DUB-General,1,2,True,False,False,2020-09-23 18:24:57,2020-09-22 20:41:36,53.3817,-6.24165,77
2020-09-23 17:30:03,81,86,78,DUB-General,1,2,True,False,False,2020-09-23 18:29:38,2020-09-23 15:30:58,53.3497,-6.27784,78
2020-09-23 17:30:03,83,75,80,Private,1,2,True,False,False,2020-09-23 18:23:14,2020-09-19 18:46:36,53.3432,-6.23854,80
2020-09-23 17:30:03,86,81,83,DUB-General,1,2,True,False,False,2020-09-23 18:04:53,2020-09-21 19:28:02,53.2948,-6.13358,83
2020-09-23 17:30:03,87,82,85,DUB-General,1,2,True,False,False,2020-09-23 18:02:35,2020-09-21 19:27:46,53.2948,-6.13352,85
2020-09-23 17:30:03,88,81,86,DUB-General,1,2,True,False,False,2020-09-23 18:07:17,2020-09-21 19:49:17,53.2949,-6.2029,86
2020-09-23 17:30:03,89,87,87,DUB-General,1,2,True,False,False,2020-09-23 18:00:28,2020-09-23 09:57:11,53.3854,-6.25747,87
2020-09-23 17:30:03,90,48,88,DUB-General,1,2,True,False,False,2020-09-23 18:01:42,2020-09-23 12:43:47,53.2948,-6.13358,88
2020-09-23 17:30:03,91,77,89,DUB-General,1,2,True,False,False,2020-09-23 18:00:57,2020-09-23 16:04:33,53.3482,-6.29594,89
2020-09-23 17:30:03,93,77,91,DUB-General,1,2,True,False,False,2020-09-23 18:15:13,2020-09-23 17:55:32,53.3231,-6.26541,91
2020-09-23 17:30:03,98,81,96,DUB-General,1,2,True,False,False,2020-09-23 18:20:00,2020-09-23 17:54:19,53.3424,-6.29335,96
2020-09-23 17:30:03,100,75,98,DUB-General,1,2,True,False,False,2020-09-23 18:21:47,2020-09-23 13:23:18,53.3363,-6.25741,98
2020-09-23 17:30:03,101,90,99,DUB-General,1,2,True,False,False,2020-09-23 18:18:47,2020-09-23 11:38:27,53.347,-6.29195,99
2020-09-23 17:30:03,103,83,102,DUB-General,1,2,True,False,False,2020-09-23 18:01:34,2020-09-23 16:29:23,53.3118,-6.27482,102
2020-09-23 17:30:03,104,93,104,DUB-General,1,2,True,False,False,2020-09-23 18:18:55,2020-09-23 12:43:29,53.3665,-6.31902,104
2020-09-23 17:30:03,107,60,112,DUB-General,1,2,True,False,False,2020-09-23 18:22:35,2020-09-23 17:08:29,53.3522,-6.26071,112
2020-09-23 17:30:03,108,66,113,DUB-General,1,2,True,False,False,2020-09-23 18:10:48,2020-09-22 17:03:10,53.3363,-6.24799,113
2020-09-23 17:30:03,111,83,117,DUB-General,4,2,True,False,False,2020-09-23 18:00:24,2020-09-23 14:12:23,53.349,-6.26076,117
2020-09-23 17:30:03,112,74,118,DUB-General,1,2,True,False,False,2020-09-23 14:30:08,2020-09-23 12:32:28,53.3769,-6.26968,118
2020-09-23 17:30:03,118,81,32,DUB-General,1,2,True,False,False,2020-09-23 18:03:44,2020-09-21 19:49:22,53.2949,-6.20291,32
2020-09-23 17:30:03,120,72,101,DUB-General,1,2,True,False,False,2020-09-23 18:24:02,2020-09-23 18:16:58,53.2938,-6.15345,101
2020-09-23 17:30:03,121,70,103,DUB-General,1,2,True,False,False,2020-09-23 18:00:39,2020-09-18 22:37:39,53.2948,-6.13357,103
2020-09-23 17:30:03,124,74,120,DUB-General,1,2,True,False,False,2020-09-23 18:16:16,2020-09-23 17:21:36,53.3288,-6.2758,120
2020-09-23 18:00:09,5,98,1,DUB-General,1,2,True,False,False,2020-09-23 18:40:46,2020-09-23 18:05:19,53.3291,-6.23175,1
2020-09-23 18:00:09,6,46,2,DUB-General,1,2,True,False,False,2020-09-23 18:43:23,2020-09-23 17:35:42,53.3414,-6.28364,2
2020-09-23 18:00:09,8,,4,DUB-General,1,2,True,False,False,2020-09-23 11:44:01,2020-09-23 10:17:17,0.0,0.0,4
2020-09-23 18:00:09,9,68,5,DUB-General,1,2,True,False,False,2020-09-23 18:51:26,2020-09-22 07:48:40,53.3252,-6.25522,5
2020-09-23 18:00:09,12,56,8,DUB-General,1,2,True,False,False,2020-09-23 18:55:28,2020-09-23 17:43:14,53.309,-6.2162,8
2020-09-23 18:00:09,14,77,11,DUB-General,1,2,True,False,False,2020-09-23 18:55:13,2020-09-23 15:47:16,53.3382,-6.22271,11
2020-09-23 18:00:09,15,41,13,DUB-General,1,2,True,False,False,2020-09-23 18:40:16,2020-09-22 06:01:22,53.2981,-6.16031,13
2020-09-23 18:00:09,16,57,14,DUB-General,1,2,True,False,False,2020-09-23 18:59:14,2020-09-23 18:42:47,53.3544,-6.27901,14
2020-09-23 18:00:09,17,35,15,DUB-General,1,2,True,False,False,2020-09-23 18:53:53,2020-09-23 06:46:18,53.2981,-6.16034,15
2020-09-23 18:00:09,19,67,17,DUB-General,1,2,True,False,False,2020-09-23 18:36:56,2020-09-22 20:59:04,53.3363,-6.24806,17
2020-09-23 18:00:09,20,65,18,DUB-General,1,2,True,False,False,2020-09-23 18:35:09,2020-09-23 16:11:33,53.3484,-6.296,18
2020-09-23 18:00:09,21,47,19,DUB-General,1,2,True,False,False,2020-09-23 18:33:12,2020-09-23 15:57:10,53.349,-6.26087,19
2020-09-23 18:00:09,22,81,20,DUB-General,1,2,True,False,False,2020-09-23 18:33:55,2020-09-21 19:22:27,53.2946,-6.13448,20
2020-09-23 18:00:09,25,58,24,DUB-General,1,2,True,False,False,2020-09-23 18:45:34,2020-09-22 14:04:09,53.3763,-6.272,24
2020-09-23 18:00:09,26,62,25,DUB-General,1,2,True,False,False,2020-09-23 18:42:57,2020-09-23 17:20:16,53.3512,-6.25114,25
2020-09-23 18:00:09,27,67,28,DUB-General,1,2,True,False,False,2020-09-23 18:36:47,2020-09-21 18:30:02,53.3853,-6.25756,28
2020-09-23 18:00:09,28,76,29,DUB-General,1,2,True,False,False,2020-09-23 18:59:33,2020-09-23 16:38:27,53.3566,-6.26764,29
2020-09-23 18:00:09,30,87,23,DUB-General,1,2,True,False,False,2020-09-23 18:32:50,2020-09-23 13:31:57,53.3494,-6.27789,23
2020-09-23 18:00:09,32,90,27,DUB-General,1,2,True,False,False,2020-09-23 18:32:10,2020-09-23 10:59:24,53.3495,-6.27882,27
2020-09-23 18:00:09,33,70,12,DUB-General,1,2,True,False,False,2020-09-23 18:54:22,2020-09-23 18:00:50,53.312,-6.27478,12
2020-09-23 18:00:09,35,85,31,DUB-General,1,2,True,False,False,2020-09-23 18:55:46,2020-09-23 14:51:43,53.3557,-6.25761,31
2020-09-23 18:00:09,37,38,34,DUB-General,1,2,True,False,False,2020-09-23 18:41:32,2020-09-23 10:39:21,53.2801,-6.14426,34
2020-09-23 18:00:09,38,66,35,DUB-General,1,2,True,False,False,2020-09-23 18:52:06,2020-09-23 12:47:33,53.2946,-6.13444,35
2020-09-23 18:00:09,39,80,36,DUB-General,1,2,True,False,False,2020-09-23 18:52:16,2020-09-21 19:49:36,53.2949,-6.20295,36
2020-09-23 18:00:09,40,70,37,DUB-General,1,2,True,False,False,2020-09-23 18:46:23,2020-09-23 18:03:48,53.3495,-6.27802,37
2020-09-23 18:00:09,41,44,38,DUB-General,1,2,True,False,False,2020-09-23 18:32:49,2020-09-21 17:08:21,53.3346,-6.23083,38
2020-09-23 18:00:09,42,85,39,DUB-General,1,2,True,False,False,2020-09-23 18:57:16,2020-09-23 12:53:55,53.3346,-6.2309,39
2020-09-23 18:00:09,43,82,40,DUB-General,1,2,True,False,False,2020-09-23 18:59:33,2020-09-23 18:05:50,53.3729,-6.36264,40
2020-09-23 18:00:09,44,90,41,DUB-General,1,2,True,False,False,2020-09-23 18:47:58,2020-09-23 17:43:47,53.3697,-6.34876,41
2020-09-23 18:00:09,48,65,45,Workshop,1,2,True,False,False,2020-09-23 18:40:18,2020-09-16 10:20:24,53.3557,-6.25758,45
2020-09-23 18:00:09,49,90,46,DUB-General,1,2,True,False,False,2020-09-23 18:52:35,2020-09-23 15:18:16,53.3254,-6.25505,46
2020-09-23 18:00:09,51,35,48,DUB-General,1,2,True,False,False,2020-09-23 18:59:57,2020-09-22 19:06:00,53.3119,-6.27482,48
2020-09-23 18:00:09,53,90,50,DUB-General,1,2,True,False,False,2020-09-23 18:50:30,2020-09-23 14:13:56,53.3545,-6.2638,50
2020-09-23 18:00:09,54,84,51,DUB-General,1,2,True,False,False,2020-09-23 18:57:36,2020-09-23 17:12:40,53.3289,-6.27579,51
2020-09-23 18:00:09,55,86,53,DUB-General,1,2,True,False,False,2020-09-23 18:33:47,2020-09-23 18:21:13,53.3665,-6.31901,53
2020-09-23 18:00:09,56,80,54,DUB-General,1,2,True,False,False,2020-09-23 18:36:11,2020-09-21 12:46:59,53.3331,-6.24322,54
