ID,NEIGHBOURHOOD_NAME,LOCATION_TYPE,SPECIES_BOTANICAL,SPECIES_COMMON,GENUS,SPECIES,CULTIVAR,DIAMETER_BREAST_HEIGHT,CONDITION_PERCENT,PLANTED_DATE,OWNER,Bears Edible Fruit,Type of Edible Fruit,COUNT,LATITUDE,LONGITUDE,LOCATION
544124,Walker,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Prairie Spire,7,65,2015-06-01,Parks,No,N/A,1,53.41979890606993,-113.42375507118861,"(53.41979890606993, -113.42375507118861)"
602594,Leger,Park,Populus tremula,"Aspen, Swedish Columnar",Populus,tremula,,6,65,2010-06-01,Parks,No,N/A,1,53.45734249014449,-113.58231384028032,"(53.45734249014449, -113.58231384028032)"
211747,Ramsay Heights,Boulevard,Salix,Willow,Salix,,,22,65,1990-01-01,Parks,No,N/A,1,53.47997448860304,-113.5771530870306,"(53.47997448860304, -113.5771530870306)"
208613,Jamieson Place,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,27,65,2006-06-01,Parks,No,N/A,1,53.48809425451781,-113.6444769206605,"(53.48809425451781, -113.6444769206605)"
441016,Sherbrooke,Service Lane,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,26,65,1990-01-01,Parks,No,N/A,1,53.57756185295871,-113.55454496287776,"(53.57756185295871, -113.55454496287776)"
220013,Prince Rupert,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,12,65,1990-01-01,Parks,No,N/A,1,53.55954107179265,-113.506281022921,"(53.55954107179265, -113.506281022921)"
445037,Duggan,Buffer,Picea pungens,"Spruce, Colorado",Picea,pungens,Green,20,65,1990-01-01,Parks,No,N/A,1,53.46949252613683,-113.51591418333562,"(53.46949252613683, -113.51591418333562)"
455353,Brintnell,Park,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Patmore,18,65,2005-06-01,Parks,No,N/A,1,53.6204451232003,-113.40035919792729,"(53.6204451232003, -113.40035919792729)"
573614,Webber Greens,Park,Larix,Larch,Larix,,,7,65,2016-06-01,Parks,No,N/A,1,53.53021512109737,-113.67876259989818,"(53.53021512109737, -113.67876259989818)"
414110,Westridge,Boulevard,Quercus macrocarpa,"Oak, Bur",Quercus,macrocarpa,,6,65,2007-06-01,Parks,No,N/A,1,53.50680160420301,-113.60171199873288,"(53.50680160420301, -113.60171199873288)"
428384,Queen Mary Park,Park,Ulmus pumila,"Elm, Siberian",Ulmus,pumila,,44,65,1990-01-01,Parks,No,N/A,1,53.55810631149084,-113.52648251896322,"(53.55810631149084, -113.52648251896322)"
157708,Calder,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,18,65,1990-01-01,Parks,No,N/A,1,53.58978502576627,-113.52692399302579,"(53.58978502576627, -113.52692399302579)"
163629,Delwood,Park,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Patmore,20,65,1990-01-01,Parks,No,N/A,1,53.595270372829255,-113.44839812493366,"(53.595270372829255, -113.44839812493366)"
276015,Alberta Avenue,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,49,65,1990-01-01,Parks,No,N/A,1,53.56383115334987,-113.48858274243061,"(53.56383115334987, -113.48858274243061)"
144849,Terra Losa,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Patmore,15,65,1990-01-01,Parks,No,N/A,1,53.529911752974826,-113.6265657602236,"(53.529911752974826, -113.6265657602236)"
346616,Ritchie,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,,35,65,1990-01-01,Parks,No,N/A,1,53.50854042561466,-113.47371968675286,"(53.50854042561466, -113.47371968675286)"
164206,Weinlos,Park,Pinus contorta latifolia,"Pine, Lodgepole",Pinus,contorta,,16,65,1990-01-01,Parks,No,N/A,1,53.45952437431247,-113.40939228289224,"(53.45952437431247, -113.40939228289224)"
366447,Ozerna,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Patmore,15,65,1990-01-01,Parks,No,N/A,1,53.62046897104061,-113.44813781386169,"(53.62046897104061, -113.44813781386169)"
475457,Ormsby Place,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,20,65,1990-01-01,Parks,No,N/A,1,53.501821201368905,-113.65068589963008,"(53.501821201368905, -113.65068589963008)"
141808,Crestwood,Park,Acer negundo,"Maple, Manitoba",Acer,negundo,,30,65,1990-01-01,Parks,No,N/A,1,53.53357773654984,-113.56842542194252,"(53.53357773654984, -113.56842542194252)"
362613,South Terwillegar,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,12,65,2013-06-01,Parks,No,N/A,1,53.44294968440314,-113.58284169836077,"(53.44294968440314, -113.58284169836077)"
379016,Lauderdale,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,38,65,1990-01-01,Parks,No,N/A,1,53.58563633874702,-113.50649711083378,"(53.58563633874702, -113.50649711083378)"
323634,Westwood,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,45,65,1990-01-01,Parks,No,N/A,1,53.573088389804745,-113.49748255952778,"(53.573088389804745, -113.49748255952778)"
344215,Beaumaris,Park,Populus x,"Poplar, Hybrid",Populus,x,Northwest,23,65,1990-01-01,Parks,No,N/A,1,53.61721356408524,-113.49846801214127,"(53.61721356408524, -113.49846801214127)"
316259,Westmount,Park,Populus balsamifera,"Poplar, Balsam",Populus,balsamifera,,12,65,1990-01-01,Parks,No,N/A,1,53.552182833549004,-113.5311048262489,"(53.552182833549004, -113.5311048262489)"
236176,Ramsay Heights,Buffer,Pinus sylvestris,"Pine, Scots",Pinus,sylvestris,,23,65,1990-01-01,Parks,No,N/A,1,53.47754921626272,-113.57915859463998,"(53.47754921626272, -113.57915859463998)"
264622,River Valley Rundle,Park,Picea glauca,"Spruce, White",Picea,glauca,,12,65,1990-01-01,Parks,No,N/A,1,53.5585996621398,-113.3863365111325,"(53.5585996621398, -113.3863365111325)"
571832,Rosenthal,Park,Picea glauca,"Spruce, White",Picea,glauca,,15,65,2012-06-01,Parks,No,N/A,1,53.52255921097606,-113.69217469811166,"(53.52255921097606, -113.69217469811166)"
275685,Sifton Park,Buffer,Pinus sylvestris,"Pine, Scots",Pinus,sylvestris,,15,65,1990-01-01,Parks,No,N/A,1,53.595687358744016,-113.4133868228692,"(53.595687358744016, -113.4133868228692)"
587337,Walker,Park,Picea glauca,"Spruce, White",Picea,glauca,,4,65,2017-06-01,Parks,No,N/A,1,53.415584753178365,-113.43917476043544,"(53.415584753178365, -113.43917476043544)"
199161,Oleskiw,Buffer,Tilia,Linden,Tilia,,,16,65,1990-01-01,Parks,No,N/A,1,53.504630994190734,-113.60909250143611,"(53.504630994190734, -113.60909250143611)"
337383,Prince Charles,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,33,65,1990-01-01,Parks,No,N/A,1,53.57675949498029,-113.53275287284083,"(53.57675949498029, -113.53275287284083)"
528085,Woodcroft,Buffer,Prunus virginiana,Chokecherry,Prunus,virginiana,Schubert,25,65,1990-06-01,Parks,Yes,Schubert Chokecherry,1,53.56323708907827,-113.5655184855978,"(53.56323708907827, -113.5655184855978)"
559181,Walker,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Summit,10,65,2015-06-01,Parks,No,N/A,1,53.414728420111224,-113.43687640048697,"(53.414728420111224, -113.43687640048697)"
448160,Duggan,Park,Populus balsamifera,"Poplar, Balsam",Populus,balsamifera,,20,65,1990-01-01,Parks,No,N/A,1,53.47356365652879,-113.50093022866314,"(53.47356365652879, -113.50093022866314)"
269396,Twin Brooks,Buffer,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,14,65,1990-01-01,Parks,No,N/A,1,53.4430720354328,-113.51965595931281,"(53.4430720354328, -113.51965595931281)"
547642,Cashman,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,45,65,2004-06-01,Parks,No,N/A,1,53.41763721102809,-113.50274016997649,"(53.41763721102809, -113.50274016997649)"
158667,Athlone,Park,Pinus sylvestris,"Pine, Scots",Pinus,sylvestris,,27,65,1990-01-01,Parks,No,N/A,1,53.58964398691597,-113.54506531650156,"(53.58964398691597, -113.54506531650156)"
247995,King Edward Park,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,,30,65,1990-01-01,Parks,No,N/A,1,53.516975539476505,-113.46284518264002,"(53.516975539476505, -113.46284518264002)"
576570,Crestwood,Park,Acer x freemanii,"Maple, Freemans",Acer,x,Autumn Blaze,7,65,2018-06-01,Parks,No,N/A,1,53.53599948514136,-113.56776888658155,"(53.53599948514136, -113.56776888658155)"
253324,Bonnie Doon,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,31,65,1990-01-01,Parks,No,N/A,1,53.525200404446174,-113.47149969588253,"(53.525200404446174, -113.47149969588253)"
457825,Brander Gardens,Buffer,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,8,65,1990-01-01,Parks,No,N/A,1,53.494156679312994,-113.5729634044686,"(53.494156679312994, -113.5729634044686)"
360994,Magrath Heights,Park,Populus x,"Poplar, Hybrid",Populus,x,Northwest,14,65,2008-06-01,Parks,No,N/A,1,53.45148927438279,-113.55508058148025,"(53.45148927438279, -113.55508058148025)"
433325,Dovercourt,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,,15,65,2008-06-01,Parks,No,N/A,1,53.57245233931032,-113.55749425526861,"(53.57245233931032, -113.55749425526861)"
482468,Prince Charles,Boulevard,Malus x adstringens,Crabapple,Malus,x,Thunderchild,6,65,2013-06-01,Parks,No,N/A,1,53.574111744561506,-113.53081422065216,"(53.574111744561506, -113.53081422065216)"
371316,Parkview,Service Lane,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,11,65,1990-01-01,Parks,No,N/A,1,53.529517679310814,-113.57784321268787,"(53.529517679310814, -113.57784321268787)"
464818,Magrath Heights,Park,Pinus sylvestris,"Pine, Scots",Pinus,sylvestris,,17,65,2008-06-01,Parks,No,N/A,1,53.44706322138299,-113.56161485080807,"(53.44706322138299, -113.56161485080807)"
423804,Rhatigan Ridge,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,,34,65,1990-01-01,Parks,No,N/A,1,53.47609255619293,-113.5777020034961,"(53.47609255619293, -113.5777020034961)"
348906,Belgravia,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,,64,65,1990-01-01,Parks,No,N/A,1,53.512318463501764,-113.53385460330793,"(53.512318463501764, -113.53385460330793)"
569364,Roper Industrial,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,10,65,2014-06-01,Parks,No,N/A,1,53.50219499417562,-113.42108431672162,"(53.50219499417562, -113.42108431672162)"
179367,Meadowlark Park,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,40,65,1990-01-01,Parks,No,N/A,1,53.52751267412113,-113.5971164888783,"(53.52751267412113, -113.5971164888783)"
368120,Gold Bar,Park,Prunus virginiana,Chokecherry,Prunus,virginiana,Schubert,25,65,1990-01-01,Parks,Yes,Schubert Chokecherry,1,53.548446480811315,-113.41320452186298,"(53.548446480811315, -113.41320452186298)"
500448,Daly Grove,Buffer,Malus x adstringens,Crabapple,Malus,x,Thunderchild,9,65,2011-06-01,Parks,No,N/A,1,53.44439471757962,-113.39422039876399,"(53.44439471757962, -113.39422039876399)"
228352,Davies Industrial West,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,8,65,1990-01-01,Parks,No,N/A,1,53.499122419224875,-113.45010157803124,"(53.499122419224875, -113.45010157803124)"
141515,Terrace Heights,Buffer,Picea glauca,"Spruce, White",Picea,glauca,,15,65,1990-01-01,Parks,No,N/A,1,53.53783214980008,-113.44231986105983,"(53.53783214980008, -113.44231986105983)"
382624,Ritchie,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,,36,65,1990-01-01,Parks,No,N/A,1,53.51785529579854,-113.48860959776425,"(53.51785529579854, -113.48860959776425)"
135275,Crestwood,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,6,65,1990-01-01,Parks,No,N/A,1,53.536047278428406,-113.56785561075525,"(53.536047278428406, -113.56785561075525)"
426534,Summerside,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Prairie Spire,7,65,2008-06-01,Parks,No,N/A,1,53.41525684187224,-113.48028052739231,"(53.41525684187224, -113.48028052739231)"
329450,White Industrial,Buffer,Larix siberica,"Larch, Siberian",Larix,siberica,,3,65,2004-06-01,Parks,No,N/A,1,53.572900889492864,-113.64573357771106,"(53.572900889492864, -113.64573357771106)"
420654,The Hamptons,Boulevard,Populus tremula,"Aspen, Swedish Columnar",Populus,tremula,Erecta,17,65,1990-01-01,Parks,No,N/A,1,53.49308806032278,-113.68046674781097,"(53.49308806032278, -113.68046674781097)"
176593,Baranow,Park,Populus x,"Poplar, Hybrid",Populus,x,Northwest,26,65,1990-01-01,Parks,No,N/A,1,53.60306711714422,-113.53539704962824,"(53.60306711714422, -113.53539704962824)"
365749,Hudson,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,6,65,1990-01-01,Parks,No,N/A,1,53.60498920561598,-113.55182606075998,"(53.60498920561598, -113.55182606075998)"
327011,McLeod,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,17,65,2005-06-01,Parks,No,N/A,1,53.612891819975246,-113.43810172388761,"(53.612891819975246, -113.43810172388761)"
201403,Callingwood North,Park,Pinus mugo,"Pine, Mugo",Pinus,mugo,,15,65,1990-01-01,Parks,No,N/A,1,53.5091523696047,-113.62969133774986,"(53.5091523696047, -113.62969133774986)"
179261,Cloverdale,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,30,65,1990-01-01,Parks,No,N/A,1,53.536211492056964,-113.458637273151,"(53.536211492056964, -113.458637273151)"
461958,Walker,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,12,65,2010-06-01,Parks,No,N/A,1,53.424005103583205,-113.43643276886473,"(53.424005103583205, -113.43643276886473)"
393416,Beacon Heights,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,47,65,1990-01-01,Parks,No,N/A,1,53.571658141460055,-113.40926996331564,"(53.571658141460055, -113.40926996331564)"
255111,Hairsine,Buffer,Populus,Poplar,Populus,,,44,65,1990-01-01,Parks,No,N/A,1,53.60483286497952,-113.38538549204644,"(53.60483286497952, -113.38538549204644)"
517529,Rutherford,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,8,65,2012-06-01,Parks,No,N/A,1,53.41435109300971,-113.52341037787615,"(53.41435109300971, -113.52341037787615)"
316501,Alberta Avenue,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,,60,65,1990-01-01,Parks,No,N/A,1,53.57201241545739,-113.47951441070792,"(53.57201241545739, -113.47951441070792)"
291190,Queen Alexandra,Park,Ulmus americana,"Elm, American",Ulmus,americana,,92,65,1990-01-01,Parks,No,N/A,1,53.51414430987132,-113.50615506624061,"(53.51414430987132, -113.50615506624061)"
221864,Sherbrooke,Park,Pinus mugo,"Pine, Mugo",Pinus,mugo,,20,65,1990-01-01,Parks,No,N/A,1,53.57525538031292,-113.54506262539982,"(53.57525538031292, -113.54506262539982)"
438035,Fraser,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Patmore,8,65,2012-06-01,Parks,No,N/A,1,53.608210513490754,-113.38108163037496,"(53.608210513490754, -113.38108163037496)"
313997,Calder,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,,31,65,1990-01-01,Parks,No,N/A,1,53.589944920752004,-113.52481253502333,"(53.589944920752004, -113.52481253502333)"
148815,Glenora,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,18,65,1990-01-01,Parks,No,N/A,1,53.54404939638392,-113.55613421205088,"(53.54404939638392, -113.55613421205088)"
241322,Belmead,Park,Picea glauca,"Spruce, White",Picea,glauca,,18,65,1990-01-01,Parks,No,N/A,1,53.52751535747343,-113.63877493328229,"(53.52751535747343, -113.63877493328229)"
373000,Magrath Heights,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,11,65,2010-06-01,Parks,No,N/A,1,53.44670032891521,-113.55690395996854,"(53.44670032891521, -113.55690395996854)"
369304,Belvedere,Park,Populus x,"Poplar, Hybrid",Populus,x,,36,65,1990-01-01,Parks,No,N/A,1,53.59390811765889,-113.43484043625118,"(53.59390811765889, -113.43484043625118)"
442016,Magrath Heights,Centre Median,Malus baccata,"Crabapple, Siberian",Malus,baccata,Spring Snow,14,65,2008-06-01,Parks,No,N/A,1,53.45082162383232,-113.56045070775325,"(53.45082162383232, -113.56045070775325)"
619184,Charlesworth,Park,Populus tremuloides,"Aspen, Trembling",Populus,tremuloides,,12,65,1990-01-01,Parks,No,N/A,1,53.42740250031136,-113.43886303681346,"(53.42740250031136, -113.43886303681346)"
372458,Argyll,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,,63,65,1990-01-01,Parks,No,N/A,1,53.50274749289044,-113.45877334000372,"(53.50274749289044, -113.45877334000372)"
509170,Secord,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Summit,7,65,2014-06-01,Parks,No,N/A,1,53.53043413218874,-113.697271434968,"(53.53043413218874, -113.697271434968)"
513865,River Valley Hermitage,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,13,65,1990-06-01,Parks,No,N/A,1,53.590692188065525,-113.40634916911102,"(53.590692188065525, -113.40634916911102)"
448582,The Hamptons,Park,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Foothills,11,65,2009-06-01,Parks,No,N/A,1,53.49360194110511,-113.68591403757752,"(53.49360194110511, -113.68591403757752)"
137162,Weinlos,Buffer,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,15,65,1990-01-01,Parks,No,N/A,1,53.46414133138322,-113.41049758170927,"(53.46414133138322, -113.41049758170927)"
528280,Maple Ridge Industrial,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,12,65,1990-06-01,Parks,No,N/A,1,53.487860461596014,-113.34758938051417,"(53.487860461596014, -113.34758938051417)"
179419,Laurier Heights,Buffer,Picea glauca,"Spruce, White",Picea,glauca,,16,65,1990-01-01,Parks,No,N/A,1,53.51302258288757,-113.55258997305843,"(53.51302258288757, -113.55258997305843)"
217780,Skyrattler,Boulevard,Betula papyrifera,"Birch, Paper",Betula,papyrifera,,8,65,1990-01-01,Parks,No,N/A,1,53.452487571369545,-113.52042897548337,"(53.452487571369545, -113.52042897548337)"
347402,Ritchie,Boulevard,Fraxinus nigra,"Ash, Black",Fraxinus,nigra,,21,65,1990-01-01,Parks,No,N/A,1,53.50921814715231,-113.4827567406719,"(53.50921814715231, -113.4827567406719)"
587664,Cameron Heights,Park,Aesculus glabra,Ohio Buckeye,Aesculus,glabra,,12,65,2017-06-01,Parks,No,N/A,1,53.47910592728957,-113.62920596601522,"(53.47910592728957, -113.62920596601522)"
563304,Windermere,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,5,65,2016-06-01,Parks,No,N/A,1,53.4301280910195,-113.62781472251488,"(53.4301280910195, -113.62781472251488)"
267787,Beaumaris,Park,Acer ginnala,"Maple, Amur",Acer,ginnala,,15,65,1990-01-01,Parks,No,N/A,1,53.61722939963702,-113.50284346831312,"(53.61722939963702, -113.50284346831312)"
343208,Beaumaris,Park,Populus x,"Poplar, Hybrid",Populus,x,Northwest,18,65,1990-01-01,Parks,No,N/A,1,53.61651151399877,-113.49778170867734,"(53.61651151399877, -113.49778170867734)"
609046,Webber Greens,Park,Aesculus glabra,Ohio Buckeye,Aesculus,glabra,,6,65,2019-06-01,Parks,No,N/A,1,53.53293975465238,-113.6687152658551,"(53.53293975465238, -113.6687152658551)"
419269,Hillview,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Bergeson,10,65,2004-06-01,Parks,No,N/A,1,53.47434075687461,-113.43502169997592,"(53.47434075687461, -113.43502169997592)"
274364,River Valley Kinnaird,Park,Acer negundo,"Maple, Manitoba",Acer,negundo,,25,65,1990-01-01,Parks,No,N/A,1,53.559927428724265,-113.45932435731179,"(53.559927428724265, -113.45932435731179)"
347630,Ritchie,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Patmore,9,65,1990-01-01,Parks,No,N/A,1,53.50944065334259,-113.48000427921231,"(53.50944065334259, -113.48000427921231)"
465663,Walker,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,12,65,2011-06-01,Parks,No,N/A,1,53.421336766167606,-113.43581789014779,"(53.421336766167606, -113.43581789014779)"
614378,Albany,Park,Pinus sylvestris,"Pine, Scots",Pinus,sylvestris,,12,65,2014-06-01,Parks,No,N/A,1,53.629031897760974,-113.55902334340654,"(53.629031897760974, -113.55902334340654)"
392435,Cumberland,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Patmore,12,65,1990-01-01,Parks,No,N/A,1,53.608177833717995,-113.55863891454257,"(53.608177833717995, -113.55863891454257)"
393998,Hazeldean,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,,67,65,1990-01-01,Parks,No,N/A,1,53.503606648003924,-113.470288195548,"(53.503606648003924, -113.470288195548)"
424494,Ogilvie Ridge,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,,46,65,1990-01-01,Parks,No,N/A,1,53.46442325602818,-113.56125099419728,"(53.46442325602818, -113.56125099419728)"
422081,Mill Woods Golf Course,Park,Quercus macrocarpa,"Oak, Bur",Quercus,macrocarpa,Urban Pinnacle,6,65,2019-06-01,Parks,No,N/A,1,53.48434554876131,-113.42324539905722,"(53.48434554876131, -113.42324539905722)"
514421,Ritchie,Centre Median,Acer platanoides,"Maple, Norway",Acer,platanoides,,6,65,2019-06-25,Parks,No,N/A,1,53.51080177423063,-113.48612069614865,"(53.51080177423063, -113.48612069614865)"
249233,La Perle,Park,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,12,65,1990-01-01,Parks,No,N/A,1,53.533647046776196,-113.63561893032873,"(53.533647046776196, -113.63561893032873)"
262430,Cashman,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,18,65,1990-01-01,Parks,No,N/A,1,53.412165785132366,-113.49899300767417,"(53.412165785132366, -113.49899300767417)"
444003,Dovercourt,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,,39,65,1990-01-01,Parks,No,N/A,1,53.57705149722611,-113.5629384840855,"(53.57705149722611, -113.5629384840855)"
569621,Mistatim Industrial,Buffer,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,12,65,2009-06-01,Parks,No,N/A,1,53.59910423193526,-113.60154290659442,"(53.59910423193526, -113.60154290659442)"
272355,Baturyn,Park,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,13,65,1990-01-01,Parks,No,N/A,1,53.63095068544721,-113.50412089989997,"(53.63095068544721, -113.50412089989997)"
384977,Southeast Industrial,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,Summit,10,65,1990-01-01,Parks,No,N/A,1,53.50461266249201,-113.36746397835425,"(53.50461266249201, -113.36746397835425)"
522380,Chambery,Park,Salix pentandra,"Willow, Laurel Leaf",Salix,pentandra,,25,65,2010-06-01,Parks,No,N/A,1,53.63766904509695,-113.50832385158276,"(53.63766904509695, -113.50832385158276)"
424345,Mayliewan,Boulevard,Ulmus americana,"Elm, American",Ulmus,americana,Brandon,6,65,2009-06-01,Parks,No,N/A,1,53.62859796641987,-113.45630618134197,"(53.62859796641987, -113.45630618134197)"
347977,Oxford,Park,Betula papyrifera,"Birch, Paper",Betula,papyrifera,,30,65,1990-01-01,Parks,No,N/A,1,53.61968536996903,-113.54720549208903,"(53.61968536996903, -113.54720549208903)"
272347,Bannerman,Buffer,Picea pungens,"Spruce, Colorado",Picea,pungens,Blue,40,65,1990-01-01,Parks,No,N/A,1,53.606952928965065,-113.37424338562094,"(53.606952928965065, -113.37424338562094)"
381683,Charlesworth,Park,Sorbus aucaparia,"Mountain Ash, European",Sorbus,aucaparia,,13,65,2008-06-01,Parks,No,N/A,1,53.42922682560994,-113.44232717998766,"(53.42922682560994, -113.44232717998766)"
265468,Alberta Avenue,Boulevard,Fraxinus pennsylvanica,"Ash, Green",Fraxinus,pennsylvanica,,40,65,1990-01-01,Parks,No,N/A,1,53.572475272775996,-113.48587104695312,"(53.572475272775996, -113.48587104695312)"
